recording_file,sample_mid,is_positive,gt_length_cm,pred_length_cm,gt_weight_g,pred_weight_g,presence_prob,pred_present
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6428,1,30.0,30.27,580.0,591.6,0.9715,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,899,0,0.0,34.46,0.0,761.6,0.98,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,542,1,30.0,29.32,580.0,589.6,0.9727,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11121,1,30.0,28.75,580.0,547.1,0.9846,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11418,1,30.0,30.73,580.0,590.5,0.9628,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,346,0,0.0,28.44,0.0,498.3,0.9222,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7812,1,30.0,26.91,500.0,399.2,0.9235,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4300,1,30.0,29.2,580.0,573.6,0.9779,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1441,1,33.0,32.47,680.0,675.7,0.991,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8894,1,26.0,27.27,390.0,396.1,0.9485,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10785,1,33.0,33.34,680.0,669.4,0.9834,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2300,0,0.0,29.72,0.0,547.0,0.9785,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11880,1,23.0,22.8,310.0,304.3,0.9726,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4167,1,32.0,32.2,630.0,614.3,0.9803,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1068,1,21.0,20.8,150.0,147.3,0.8996,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11249,1,23.0,23.02,310.0,289.5,0.9609,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6815,1,26.0,24.28,390.0,389.5,0.7976,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,258,1,30.0,30.58,500.0,522.5,0.9441,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2006,0,0.0,30.76,0.0,623.8,0.9617,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,593,1,32.0,31.47,630.0,617.8,0.9859,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10751,1,31.0,31.32,630.0,602.5,0.7603,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8073,1,26.0,27.59,390.0,451.3,0.9522,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2351,1,27.0,26.13,350.0,348.0,0.9758,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2951,0,0.0,20.48,0.0,145.6,0.8304,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10884,1,30.0,29.48,500.0,492.6,0.8472,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9305,0,0.0,28.4,0.0,645.2,0.9418,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1005,0,0.0,23.47,0.0,265.0,0.5705,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8300,1,26.0,26.08,390.0,393.9,0.9729,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2889,0,0.0,31.33,0.0,559.6,0.8362,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8633,0,0.0,29.94,0.0,549.2,0.9863,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9044,1,31.0,30.63,630.0,609.3,0.9196,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10644,0,0.0,30.77,0.0,583.3,0.778,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8628,1,30.0,35.39,580.0,704.7,0.9915,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7144,0,0.0,29.2,0.0,549.9,0.6163,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7279,1,26.0,25.73,390.0,395.1,0.9706,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11333,1,26.0,25.52,390.0,385.5,0.9647,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5245,0,0.0,29.11,0.0,528.8,0.9759,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10096,1,26.0,25.75,390.0,386.8,0.9454,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2957,1,30.0,30.83,500.0,625.5,0.8221,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2684,1,33.0,30.91,680.0,681.9,0.9909,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,183,1,33.0,33.38,680.0,656.8,0.9875,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4220,1,31.0,30.76,630.0,613.7,0.9777,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10548,1,31.0,31.71,620.0,618.4,0.9336,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3880,0,0.0,34.51,0.0,739.0,0.9103,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4034,1,21.0,21.35,150.0,151.0,0.922,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,994,1,36.0,35.46,800.0,791.8,0.9792,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10819,0,0.0,27.57,0.0,444.6,0.7085,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7984,1,26.0,26.38,390.0,380.2,0.9712,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3700,1,21.0,21.36,150.0,145.3,0.9356,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9922,1,21.0,20.8,150.0,141.2,0.9388,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8072,1,31.0,28.98,630.0,479.5,0.9629,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1817,0,0.0,22.81,0.0,250.6,0.6011,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10235,0,0.0,28.74,0.0,489.3,0.7699,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2349,1,30.0,30.21,500.0,533.3,0.975,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4539,1,32.0,32.01,630.0,627.1,0.9773,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5550,1,32.0,32.15,630.0,622.7,0.9642,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8872,1,30.0,29.96,500.0,522.5,0.9392,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2214,1,33.0,33.03,680.0,680.6,0.9852,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,62,1,27.0,26.67,350.0,354.0,0.9554,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2798,1,21.0,21.62,150.0,145.8,0.933,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3321,1,24.0,23.72,280.0,271.6,0.9709,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10741,0,0.0,24.4,0.0,434.2,0.9209,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1241,1,21.0,21.14,150.0,140.4,0.918,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9995,0,0.0,21.37,0.0,134.1,0.6992,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7133,1,31.0,29.37,620.0,548.0,0.8779,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10406,0,0.0,20.18,0.0,183.9,0.5493,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10518,1,31.0,30.99,630.0,647.4,0.9632,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9153,1,31.0,31.34,630.0,620.6,0.962,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5400,1,31.0,31.35,620.0,606.2,0.9743,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9818,1,31.0,31.63,620.0,629.3,0.9666,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10225,1,26.0,26.56,390.0,379.1,0.9731,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10192,1,30.0,28.13,580.0,480.6,0.9718,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,392,0,0.0,35.03,0.0,741.9,0.9778,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,58,0,0.0,29.7,0.0,525.4,0.9774,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9919,0,0.0,28.76,0.0,516.2,0.9498,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5474,1,32.0,32.1,630.0,618.9,0.953,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1230,0,0.0,25.21,0.0,351.7,0.94,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1558,0,0.0,29.04,0.0,528.5,0.8321,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2718,1,21.0,20.56,150.0,147.7,0.9319,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3012,1,26.0,26.4,390.0,383.8,0.9677,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2981,1,23.0,23.54,310.0,298.6,0.8937,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7648,0,0.0,31.31,0.0,607.0,0.9658,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3527,1,26.0,25.4,390.0,399.9,0.9795,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5650,1,30.0,30.28,580.0,586.5,0.9738,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10716,1,30.0,30.05,556.0,534.0,0.9659,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5738,1,33.0,32.49,680.0,672.7,0.9826,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2620,1,26.0,27.03,390.0,447.7,0.9708,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10715,1,31.0,31.94,620.0,614.9,0.9652,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5864,1,30.0,30.11,556.0,565.0,0.982,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2595,1,30.0,28.13,500.0,488.1,0.9783,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4492,1,30.0,30.15,500.0,473.5,0.966,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,560,0,0.0,36.64,0.0,768.5,0.9208,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9631,1,33.0,32.29,680.0,664.2,0.988,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2135,0,0.0,22.84,0.0,322.4,0.802,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1541,0,0.0,30.86,0.0,584.1,0.9711,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11257,0,0.0,32.99,0.0,625.5,0.5576,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2409,1,21.0,23.37,150.0,256.7,0.9504,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,522,1,32.0,34.21,630.0,696.1,0.9837,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3734,1,23.0,22.98,310.0,325.4,0.9613,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1918,0,0.0,28.4,0.0,500.6,0.9686,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7357,1,31.0,30.35,630.0,614.7,0.6933,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4869,1,32.0,31.84,630.0,620.6,0.9704,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5691,1,27.0,26.11,350.0,380.0,0.8541,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8541,1,26.0,26.67,390.0,425.9,0.977,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2737,1,26.0,26.53,390.0,393.8,0.9812,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,894,0,0.0,25.67,0.0,391.3,0.9024,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,90,1,36.0,35.44,800.0,794.3,0.9894,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,541,0,0.0,28.14,0.0,506.9,0.5694,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10514,1,33.0,33.24,680.0,752.6,0.9777,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1618,1,33.0,32.02,680.0,667.6,0.9786,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1550,0,0.0,30.02,0.0,555.5,0.9727,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,496,0,0.0,32.37,0.0,727.2,0.9362,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8596,1,33.0,32.53,680.0,674.4,0.992,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11082,1,26.0,26.15,390.0,382.2,0.9641,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1185,0,0.0,29.96,0.0,597.5,0.9712,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11336,1,23.0,23.75,310.0,306.6,0.9707,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2034,1,36.0,34.74,800.0,795.3,0.9872,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4720,1,26.0,26.08,390.0,402.1,0.9611,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4358,1,36.0,35.62,800.0,772.6,0.9818,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2318,0,0.0,29.82,0.0,559.1,0.9635,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4064,1,31.0,30.61,620.0,613.4,0.9732,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6723,1,21.0,21.19,150.0,154.6,0.951,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2795,1,32.0,31.74,630.0,636.8,0.9701,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4491,1,26.0,26.46,390.0,383.6,0.9769,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9334,0,0.0,28.88,0.0,555.5,0.9139,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10495,0,0.0,20.91,0.0,140.6,0.7297,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3345,1,30.0,29.48,580.0,554.3,0.9658,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3328,1,26.0,26.57,390.0,413.8,0.976,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9589,1,21.0,20.6,150.0,143.2,0.9658,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1114,1,24.0,23.78,280.0,271.2,0.9731,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3562,1,27.0,27.45,350.0,400.3,0.9493,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3551,0,0.0,30.19,0.0,552.4,0.7418,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2484,1,36.0,35.44,800.0,790.5,0.986,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3814,1,32.0,31.51,630.0,617.7,0.9766,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10151,1,33.0,33.75,680.0,718.2,0.9908,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9192,1,23.0,23.11,310.0,298.8,0.9791,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4652,1,30.0,30.25,580.0,577.6,0.9569,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,140,1,31.0,30.23,620.0,528.5,0.9547,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8812,1,21.0,20.8,150.0,140.4,0.9152,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11024,0,0.0,21.28,0.0,140.3,0.5415,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7638,1,26.0,26.41,390.0,370.6,0.9664,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2569,0,0.0,30.57,0.0,612.1,0.9744,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8066,0,0.0,27.6,0.0,463.0,0.8979,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4626,0,0.0,31.69,0.0,591.6,0.963,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7507,1,33.0,32.5,680.0,669.2,0.9944,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,321,1,30.0,30.14,500.0,488.7,0.9552,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9143,1,30.0,29.91,580.0,637.5,0.9785,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8730,1,21.0,20.86,150.0,150.3,0.9268,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1550,1,32.0,31.88,630.0,618.6,0.9819,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7780,0,0.0,30.18,0.0,558.1,0.7322,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10050,1,33.0,32.5,680.0,671.0,0.9803,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10724,0,0.0,26.72,0.0,437.7,0.9504,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10704,1,30.0,28.87,500.0,501.9,0.9321,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1872,0,0.0,28.26,0.0,529.2,0.8008,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9418,1,33.0,33.27,680.0,698.7,0.9895,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9122,1,31.0,32.17,620.0,645.1,0.9597,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6690,1,33.0,33.07,680.0,683.2,0.9829,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1551,0,0.0,30.17,0.0,570.9,0.9672,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1736,1,26.0,24.62,390.0,330.4,0.9663,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11917,0,0.0,33.0,0.0,760.7,0.946,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2622,1,27.0,27.05,350.0,347.8,0.9755,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5880,1,21.0,20.93,150.0,144.9,0.931,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3535,0,0.0,30.76,0.0,555.8,0.9328,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2787,1,30.0,29.53,556.0,502.0,0.9642,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1254,1,31.0,31.03,620.0,626.0,0.9036,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6628,0,0.0,29.21,0.0,602.4,0.8533,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6298,1,30.0,29.91,580.0,594.1,0.983,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4731,0,0.0,30.74,0.0,529.7,0.7125,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4397,1,24.0,23.9,280.0,276.6,0.9645,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2438,1,30.0,29.59,580.0,568.6,0.9786,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7475,1,30.0,30.29,556.0,544.2,0.9749,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11083,1,23.0,22.89,310.0,304.1,0.9583,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6529,1,21.0,20.86,150.0,149.7,0.65,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1222,0,0.0,28.88,0.0,481.8,0.9814,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1100,0,0.0,28.12,0.0,442.1,0.8449,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3195,1,30.0,27.93,580.0,530.1,0.9815,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7922,0,0.0,30.07,0.0,537.4,0.5326,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4287,1,30.0,28.59,580.0,566.4,0.974,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1820,1,31.0,30.77,620.0,602.2,0.9742,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11832,1,23.0,23.1,310.0,318.6,0.9486,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,857,0,0.0,20.38,0.0,187.2,0.9063,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9427,1,21.0,20.92,150.0,148.2,0.9333,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1293,0,0.0,30.77,0.0,532.3,0.9327,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,411,1,31.0,31.83,620.0,598.0,0.8719,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6827,0,0.0,21.2,0.0,166.3,0.711,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8000,1,31.0,31.15,620.0,620.8,0.97,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1800,0,0.0,30.06,0.0,588.0,0.9671,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1376,1,32.0,32.24,630.0,628.1,0.975,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2406,1,30.0,29.61,500.0,513.3,0.9371,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10569,1,21.0,21.35,150.0,140.8,0.8265,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3007,1,30.0,30.56,500.0,494.3,0.9621,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11816,1,30.0,30.45,500.0,499.8,0.9729,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6927,1,21.0,21.25,150.0,141.5,0.9193,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1439,1,31.0,30.74,630.0,634.1,0.9765,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3846,1,31.0,31.67,620.0,591.6,0.9503,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,832,0,0.0,34.97,0.0,745.3,0.8985,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6112,1,30.0,30.34,580.0,567.8,0.9674,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9625,1,21.0,20.77,150.0,142.5,0.9598,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,360,1,24.0,24.22,280.0,274.0,0.9592,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8632,0,0.0,30.13,0.0,505.5,0.9852,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,52,0,0.0,28.26,0.0,521.5,0.9398,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1770,1,33.0,31.95,680.0,685.7,0.9751,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9490,1,33.0,33.11,680.0,669.4,0.9804,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10641,0,0.0,30.18,0.0,542.0,0.5546,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6140,1,33.0,31.94,680.0,685.3,0.9803,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8302,1,31.0,31.67,630.0,615.6,0.9497,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3419,1,21.0,21.6,150.0,143.2,0.9098,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2515,1,26.0,25.76,390.0,378.3,0.9592,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9251,1,30.0,30.12,500.0,484.8,0.9089,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6840,1,31.0,31.4,620.0,610.1,0.954,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,806,1,23.0,22.68,310.0,309.5,0.9706,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8555,0,0.0,29.26,0.0,559.5,0.9819,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3451,0,0.0,30.36,0.0,544.8,0.8902,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5259,1,31.0,30.25,630.0,591.1,0.9597,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2947,0,0.0,21.3,0.0,152.9,0.5623,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2116,1,30.0,30.77,500.0,520.9,0.9546,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,678,0,0.0,30.36,0.0,497.2,0.6448,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9452,1,26.0,25.86,390.0,389.5,0.9766,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8701,1,23.0,22.56,310.0,293.4,0.9705,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1692,1,31.0,30.3,630.0,622.5,0.9216,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4623,1,33.0,31.9,680.0,678.6,0.9858,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9244,1,31.0,30.45,630.0,630.8,0.983,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3746,1,33.0,32.39,680.0,677.4,0.9811,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3028,1,31.0,30.79,630.0,614.1,0.9765,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3013,0,0.0,31.35,0.0,612.1,0.9712,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4085,0,0.0,28.62,0.0,518.5,0.7363,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,613,1,30.0,30.27,500.0,516.1,0.9687,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2787,1,30.0,29.59,500.0,503.5,0.9061,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4989,1,30.0,29.96,580.0,520.0,0.9843,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4628,0,0.0,31.18,0.0,543.2,0.9582,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10926,0,0.0,20.68,0.0,149.3,0.781,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10472,1,31.0,30.62,620.0,612.9,0.9815,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9063,1,30.0,32.47,580.0,663.9,0.9632,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9696,1,26.0,27.25,390.0,397.6,0.9823,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1224,0,0.0,27.3,0.0,484.6,0.9435,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2939,1,30.0,30.25,580.0,529.6,0.978,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10249,1,30.0,28.7,556.0,662.4,0.9892,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3878,1,30.0,28.36,500.0,551.0,0.9575,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3006,1,21.0,20.77,150.0,149.2,0.92,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,402,0,0.0,35.13,0.0,749.9,0.6607,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6855,0,0.0,30.8,0.0,583.7,0.7591,1
